organism_id,organism_name,species_id,species_name,proteome_id,proteome_name,proteome_source
10335,"Human herpesvirus 3 (Varicella-zoster virus)",10335,"Human herpesvirus 3 (Varicella-zoster virus)",10338,"Human herpesvirus 3 strain Dumas",uniprot
10338,"Human herpesvirus 3 strain Dumas",10335,"Human herpesvirus 3 (Varicella-zoster virus)",10338,"Human herpesvirus 3 strain Dumas",uniprot
10345,"Suid herpesvirus 1 (Pseudorabies virus)",10345,"Suid herpesvirus 1 (Pseudorabies virus)",10345,"Suid herpesvirus 1 (Pseudorabies virus)",GenBank
10349,"Suid herpesvirus 1 (strain NIA-3)",10345,"Suid herpesvirus 1 (Pseudorabies virus)",10345,"Suid herpesvirus 1 (Pseudorabies virus)",GenBank
10359,"Human herpesvirus 5 (Human cytomegalovirus)",10359,"Human herpesvirus 5 (Human cytomegalovirus)",295027,"Human herpesvirus 5 strain Merlin",uniprot
10360,"Human herpesvirus 5 strain AD169",10359,"Human herpesvirus 5 (Human cytomegalovirus)",295027,"Human herpesvirus 5 strain Merlin",uniprot
10363,"Human herpesvirus 5 strain Towne",10359,"Human herpesvirus 5 (Human cytomegalovirus)",295027,"Human herpesvirus 5 strain Merlin",uniprot
10366,"Murid herpesvirus 1 (Murine cytomegalovirus)",10366,"Murid herpesvirus 1 (Murine cytomegalovirus)",10367,"Murine cytomegalovirus (strain Smith)",uniprot
10367,"Murine cytomegalovirus (strain Smith)",10366,"Murid herpesvirus 1 (Murine cytomegalovirus)",10367,"Murine cytomegalovirus (strain Smith)",uniprot
10368,"Human herpesvirus 6",10368,"Human herpesvirus 6"
10369,"Human herpesvirus 6 (strain GS)",32603,"Human herpesvirus 6A",10370,"Human herpesvirus 6 (strain Uganda-1102)",uniprot
10370,"Human herpesvirus 6 (strain Uganda-1102)",32603,"Human herpesvirus 6A",10370,"Human herpesvirus 6 (strain Uganda-1102)",uniprot
10372,"Human herpesvirus 7",10372,"Human herpesvirus 7",57278,"Human herpesvirus 7 strain JI",uniprot
10373,"Macaca mulatta cytomegalovirus",10373,"Macaca mulatta cytomegalovirus"
10377,"Human herpesvirus 4 (strain B95-8) (Epstein-Barr virus (strain B95-8))",10376,"Human herpesvirus 4 (Epstein Barr virus)",10377,"Human herpesvirus 4 (strain B95-8) (Epstein-Barr virus (strain B95-8))",uniprot
10378,"Human herpesvirus 4 (strain RAJI) (Epstein-Barr virus (strain RAJI))",10376,"Human herpesvirus 4 (Epstein Barr virus)",10377,"Human herpesvirus 4 (strain B95-8) (Epstein-Barr virus (strain B95-8))",uniprot
10381,"Saimiriine herpesvirus 2 (Herpesvirus saimiri)",10381,"Saimiriine herpesvirus 2 (Herpesvirus saimiri)",10383,"Herpesvirus saimiri (strain 11)",uniprot
10406,"Ground squirrel hepatitis virus",10406,"Ground squirrel hepatitis virus",10406,"Ground squirrel hepatitis virus",uniprot
10407,"Hepatitis B virus",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10408,"Hepatitis B virus subtype adw2",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10409,"Hepatitis B virus adr4",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10410,"Hepatitis B virus adw/991",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10411,"Hepatitis B virus alpha1",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10412,"Hepatitis B virus adw/Indonesia/PIDW420",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10414,"Hepatitis B virus LSH/chimpanzee",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10415,"Hepatitis B virus adw/Okinawa/PODW282",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10418,"Hepatitis B virus subtype ayw",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10419,"Hepatitis B virus subtype adyw",10407,"Hepatitis B virus",928302,"Hepatitis B virus C/ayr human/Japan/Okamoto",uniprot
10430,"Woodchuck hepatitis virus 1",35269,"Woodchuck hepatitis virus",10432,"Woodchuck hepatitis virus 7",uniprot
10432,"Woodchuck hepatitis virus 7",35269,"Woodchuck hepatitis virus",10432,"Woodchuck hepatitis virus 7",uniprot
10433,"Woodchuck hepatitis virus 8",35269,"Woodchuck hepatitis virus",10432,"Woodchuck hepatitis virus 7",uniprot
10469,"unidentified baculovirus",10469,"unidentified baculovirus"
10479,"Thermoproteus tenax virus 1",10479,"Thermoproteus tenax virus 1",10480,"Thermoproteus tenax virus 1 (STRAIN KRA1)",uniprot
10497,"African swine fever virus",10497,"African swine fever virus",10498,"African swine fever virus BA71V",uniprot
10498,"African swine fever virus BA71V",10497,"African swine fever virus",10498,"African swine fever virus BA71V",uniprot
10515,"Human adenovirus 2",129951,"Human adenovirus C",10515,"Human adenovirus 2",uniprot
10519,"Human adenovirus 7",108098,"Human adenovirus B",108098,"Human adenovirus B",GenBank
10522,"Human adenovirus 35",108098,"Human adenovirus B",108098,"Human adenovirus B",GenBank
10524,"Human adenovirus 41",130309,"Human adenovirus F",130309,"Human adenovirus F",GenBank
10527,"Human adenovirus 9",130310,"Human adenovirus D",130310,"Human adenovirus D",GenBank
10528,"Human adenovirus 18",129875,"Human adenovirus A",28282,"Human adenovirus 12",uniprot
10530,"Murine adenovirus 1",129956,"Murine adenovirus A",129956,"Murine adenovirus A",GenBank
10533,"Human adenovirus 1",129951,"Human adenovirus C",10515,"Human adenovirus 2",uniprot
10534,"Human adenovirus 6",129951,"Human adenovirus C",10515,"Human adenovirus 2",uniprot
10535,"unidentified adenovirus",10535,"unidentified adenovirus"
10559,"Bovine papillomavirus type 1",337052,"Deltapapillomavirus 4",10560,"Bovine papillomavirus type 2",uniprot
10560,"Bovine papillomavirus type 2",337052,"Deltapapillomavirus 4",10560,"Bovine papillomavirus type 2",uniprot
10562,"Bovine papillomavirus type 4",10561,"Xipapillomavirus 1",10561,"Xipapillomavirus 1",uniprot
10566,"Human papillomavirus",10566,"Human papillomavirus",10566,"Human papillomavirus",GenBank
10571,"Bovine papillomavirus",10571,"Bovine papillomavirus"
10573,"Human papillomavirus type 13",333754,"Alphapapillomavirus 10",10600,"Human papillomavirus type 6b",uniprot
10574,"Monkey B-lymphotropic papovavirus",12480,"African green monkey polyomavirus",12480,"African green monkey polyomavirus",GenBank
10577,"Chaffinch papillomavirus",10577,"Chaffinch papillomavirus"
10580,"Human papillomavirus type 11",333754,"Alphapapillomavirus 10",10600,"Human papillomavirus type 6b",uniprot
10583,"Human papillomavirus type 1a",334203,"Mupapillomavirus 1",10583,"Human papillomavirus type 1a",uniprot
10585,"Human papillomavirus type 31",337041,"Alphapapillomavirus 9",333760,"Human papillomavirus type 16",uniprot
10586,"Human papillomavirus type 33",337041,"Alphapapillomavirus 9",333760,"Human papillomavirus type 16",uniprot
10587,"Human papillomavirus type 35",337041,"Alphapapillomavirus 9",333760,"Human papillomavirus type 16",uniprot
10588,"Human papillomavirus type 39",337042,"Alphapapillomavirus 7",333761,"Human papillomavirus type 18",uniprot
10592,"Human papillomavirus type 44",333754,"Alphapapillomavirus 10",10600,"Human papillomavirus type 6b",uniprot
10593,"Human papillomavirus type 45",337042,"Alphapapillomavirus 7",333761,"Human papillomavirus type 18",uniprot
10595,"Human papillomavirus type 51",337044,"Alphapapillomavirus 5",10595,"Human papillomavirus type 51",uniprot
10596,"Human papillomavirus type 56",337050,"Alphapapillomavirus 6",10596,"Human papillomavirus type 56",uniprot
10598,"Human papillomavirus type 58",337041,"Alphapapillomavirus 9",333760,"Human papillomavirus type 16",uniprot
10600,"Human papillomavirus type 6b",333754,"Alphapapillomavirus 10",10600,"Human papillomavirus type 6b",uniprot
10614,"Human papillomavirus type 3",337039,"Alphapapillomavirus 2",10614,"Human papillomavirus type 3",uniprot
10615,"Human papillomavirus type 40",333757,"Alphapapillomavirus 8",10620,"Human papillomavirus type 7",uniprot
10617,"Human papillomavirus type 4",333926,"Gammapapillomavirus 1",10617,"Human papillomavirus type 4",uniprot
10618,"Human papillomavirus type 52",337041,"Alphapapillomavirus 9",333760,"Human papillomavirus type 16",uniprot
10620,"Human papillomavirus type 7",333757,"Alphapapillomavirus 8",10620,"Human papillomavirus type 7",uniprot
10623,"Kappapapillomavirus 2",10623,"Kappapapillomavirus 2",31553,"Papillomavirus sylvilagi (STRAIN KANSAS)",uniprot
10626,"Hamster polyomavirus",10626,"Hamster polyomavirus",10626,"Hamster polyomavirus",uniprot
10629,"BK polyomavirus",10629,"BK polyomavirus",10629,"BK polyomavirus",uniprot
10632,"JC polyomavirus",10632,"JC polyomavirus",10632,"JC polyomavirus",uniprot
10633,"Simian virus 40",10633,"Simian virus 40",10633,"Simian virus 40",uniprot
10634,"Murine polyomavirus",10634,"Murine polyomavirus",10636,"Murine polyomavirus strain A2",uniprot
10636,"Murine polyomavirus strain A2",10634,"Murine polyomavirus",10636,"Murine polyomavirus strain A2",uniprot
10638,"Kilham polyomavirus",229278,"Murine pneumotropic virus",229278,"Murine pneumotropic virus",GenBank
10658,"Enterobacteria phage PRD1",10658,"Enterobacteria phage PRD1",10658,"Enterobacteria phage PRD1",uniprot
10665,"Enterobacteria phage T4",348604,"Enterobacteria phage T4 sensu lato",10665,"Enterobacteria phage T4",uniprot
10690,"Haemophilus phage HP1",10690,"Haemophilus phage HP1",10690,"Haemophilus phage HP1",GenBank
10703,"Corynephage beta",10703,"Corynephage beta"
10707,"Enterobacteria phage BF23",10707,"Enterobacteria phage BF23"
10710,"Enterobacteria phage lambda",10710,"Enterobacteria phage lambda",10710,"Enterobacteria phage lambda",uniprot
10714,"Corynephage omega",10714,"Corynephage omega"
10730,"Enterobacteria phage 933W",374810,"Enterobacteria phage 933W sensu lato",97081,"Enterobacteria phage VT2-Sakai",uniprot
10754,"Enterobacteria phage P22",10754,"Enterobacteria phage P22",10754,"Enterobacteria phage P22",uniprot
10760,"Enterobacteria phage T7",10760,"Enterobacteria phage T7",10760,"Enterobacteria phage T7",uniprot
10783,"Aleutian mink disease parvovirus (STRAIN G)",28314,"Aleutian mink disease virus",10783,"Aleutian mink disease parvovirus (STRAIN G)",uniprot
10786,"Feline panleukopenia virus",10786,"Feline panleukopenia virus",10791,"Canine parvovirus strain N",uniprot
10788,"Canine parvovirus",10786,"Feline panleukopenia virus",10791,"Canine parvovirus strain N",uniprot
10790,"Canine parvovirus strain CPV-D CORNELL 320",10786,"Feline panleukopenia virus",10791,"Canine parvovirus strain N",uniprot
10791,"Canine parvovirus strain N",10786,"Feline panleukopenia virus",10791,"Canine parvovirus strain N",uniprot
10793,"Mink enteritis virus strain Abashiri",10786,"Feline panleukopenia virus",10791,"Canine parvovirus strain N",uniprot
10796,"Porcine parvovirus",10796,"Porcine parvovirus",73487,"Porcine parvovirus Kresse",uniprot
10798,"Human parvovirus B19",10798,"Human parvovirus B19",648237,"Human parvovirus B19 strain HV",uniprot
10804,"Adeno-associated virus - 2",10804,"Adeno-associated virus - 2",648242,"Adeno-associated virus 2 Srivastava/1982",uniprot
10847,"Enterobacteria phage phiX174",374840,"Enterobacteria phage phiX174 sensu lato",10844,"Enterobacteria phage S13",uniprot
10863,"Enterobacteria phage f1",10863,"Enterobacteria phage f1",10863,"Enterobacteria phage f1",uniprot
10864,"Enterobacteria phage fd",10864,"Enterobacteria phage fd",10864,"Enterobacteria phage fd",uniprot
10870,"Enterobacteria phage M13",10870,"Enterobacteria phage M13",10870,"Enterobacteria phage M13",uniprot
10879,"Pseudomonas phage phi6",10879,"Pseudomonas phage phi6",10879,"Pseudomonas phage phi6",uniprot
10891,"Reovirus sp.",10891,"Reovirus sp."
10900,"Bluetongue virus (serotype 10 / American isolate)",40051,"Bluetongue virus",10900,"Bluetongue virus (serotype 10 / American isolate)",uniprot
10903,"Bluetongue virus 17",40051,"Bluetongue virus",10900,"Bluetongue virus (serotype 10 / American isolate)",uniprot
10904,"Bluetongue virus (serotype 1 / isolate Australia)",40051,"Bluetongue virus",10900,"Bluetongue virus (serotype 10 / American isolate)",uniprot
10906,"Bluetongue virus 10",40051,"Bluetongue virus",10900,"Bluetongue virus (serotype 10 / American isolate)",uniprot
10913,"Porcine rotavirus",36427,"Rotavirus C",31567,"Human rotavirus (group C / strain Bristol)",uniprot
10915,"Porcine rotavirus (SEROTYPE 5 / STRAIN OSU)",36427,"Rotavirus C",31567,"Human rotavirus (group C / strain Bristol)",uniprot
10917,"Porcine rotavirus strain Gottfried",36427,"Rotavirus C",31567,"Human rotavirus (group C / strain Bristol)",uniprot
10919,"Porcine rotavirus (STRAIN YM)",36427,"Rotavirus C",31567,"Human rotavirus (group C / strain Bristol)",uniprot
10923,"Simian rotavirus A/SA11",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10927,"Bovine rotavirus",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10930,"Rotavirus A bovine/B223/G10",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10933,"Bovine rotavirus strain RF",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10934,"Bovine rotavirus strain UK/G6",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10941,"Human rotavirus A",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10944,"Human rotavirus serotype 1 / strain 1076",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10950,"Human rotavirus (SEROTYPE 2 / STRAIN DS1)",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10951,"Human rotavirus (SEROTYPE 2 / STRAIN HN126)",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10952,"Human rotavirus strain KU",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10957,"Human rotavirus strain P",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10958,"Human rotavirus strain RRV",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10959,"Human rotavirus (SEROTYPE 2 / STRAIN S2)",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10960,"Human rotavirus G4 strain St. Thomas 3",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10962,"Human rotavirus strain WA",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10969,"Rhesus rotavirus",28875,"Rotavirus A",450149,"Simian rotavirus A/SA11-H96",uniprot
10995,"Infectious bursal disease virus (Gumboro virus)",10995,"Infectious bursal disease virus (Gumboro virus)",644440,"Infectious bursal disease virus chicken/UK/UK661/1989",uniprot
10997,"Infectious bursal disease virus 002-73/AUS",10995,"Infectious bursal disease virus (Gumboro virus)",644440,"Infectious bursal disease virus chicken/UK/UK661/1989",uniprot
11001,"Infectious bursal disease virus STC",10995,"Infectious bursal disease virus (Gumboro virus)",644440,"Infectious bursal disease virus chicken/UK/UK661/1989",uniprot
11002,"Infectious pancreatic necrosis virus",11002,"Infectious pancreatic necrosis virus",11003,"Infectious pancreatic necrosis virus - Jasper",uniprot
11005,"Infectious pancreatic necrosis virus - Sp",11002,"Infectious pancreatic necrosis virus",11003,"Infectious pancreatic necrosis virus - Jasper",uniprot
11020,"Barmah Forest virus",11020,"Barmah Forest virus"
11021,"Eastern equine encephalitis virus",11021,"Eastern equine encephalitis virus",374598,"Eastern equine encephalitis virus (strain Florida 91-469)",uniprot
11022,"Eastern equine encephalitis virus (STRAIN VA33[TEN BROECK])",11021,"Eastern equine encephalitis virus",374598,"Eastern equine encephalitis virus (strain Florida 91-469)",uniprot
11029,"Ross River virus",11029,"Ross River virus",11031,"Ross river virus (STRAIN NB5092)",uniprot
11031,"Ross river virus (STRAIN NB5092)",11029,"Ross River virus",11031,"Ross river virus (STRAIN NB5092)",uniprot
11032,"Ross river virus (STRAIN T48)",11029,"Ross River virus",11031,"Ross river virus (STRAIN NB5092)",uniprot
11033,"Semliki forest virus",11033,"Semliki forest virus",11033,"Semliki forest virus",uniprot
11034,"Sindbis virus",11034,"Sindbis virus",11034,"Sindbis virus",uniprot
11036,"Venezuelan equine encephalitis virus",11036,"Venezuelan equine encephalitis virus",11038,"Venezuelan equine encephalitis virus (strain Trinidad donkey)",uniprot
11037,"Venezuelan equine encephalitis virus (strain TC-83)",11036,"Venezuelan equine encephalitis virus",11038,"Venezuelan equine encephalitis virus (strain Trinidad donkey)",uniprot
11038,"Venezuelan equine encephalitis virus (strain Trinidad donkey)",11036,"Venezuelan equine encephalitis virus",11038,"Venezuelan equine encephalitis virus (strain Trinidad donkey)",uniprot
11039,"Western equine encephalomyelitis virus",11039,"Western equine encephalomyelitis virus",11039,"Western equine encephalomyelitis virus",uniprot
11041,"Rubella virus",11041,"Rubella virus",11045,"Rubella virus strain Therien",uniprot
11043,"Rubella virus strain M33",11041,"Rubella virus",11045,"Rubella virus strain Therien",uniprot
11044,"Rubella virus vaccine strain RA27/3",11041,"Rubella virus",11045,"Rubella virus strain Therien",uniprot
11045,"Rubella virus strain Therien",11041,"Rubella virus",11045,"Rubella virus strain Therien",uniprot
11047,"Equine arteritis virus",11047,"Equine arteritis virus",299386,"Equine arteritis virus Bucyrus",uniprot
11048,"Lactate dehydrogenase-elevating virus",11048,"Lactate dehydrogenase-elevating virus",11048,"Lactate dehydrogenase-elevating virus",GenBank
11049,"Lelystad virus",28344,"Porcine reproductive and respiratory syndrome virus",11049,"Lelystad virus",uniprot
11053,"Dengue virus 1",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11059,"Dengue virus 1 Nauru/West Pac/1974",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11060,"Dengue virus 2",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11062,"Dengue virus 2 Malaysia M2",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11064,"Dengue virus 2 Jamaica/1409/1983",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11065,"Dengue virus 2 Thailand/NGS-C/1944",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11066,"Dengue virus 2 Puerto Rico/PR159-S1/1969",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11069,"Dengue virus 3",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11070,"Dengue virus 4",12637,"Dengue virus",11059,"Dengue virus 1 Nauru/West Pac/1974",uniprot
11072,"Japanese encephalitis virus",11072,"Japanese encephalitis virus",11075,"Japanese encephalitis virus strain JAOARS982",uniprot
11073,"Japanese encephalitis virus strain SA-14",11072,"Japanese encephalitis virus",11075,"Japanese encephalitis virus strain JAOARS982",uniprot
11075,"Japanese encephalitis virus strain JAOARS982",11072,"Japanese encephalitis virus",11075,"Japanese encephalitis virus strain JAOARS982",uniprot
11076,"Japanese encephalitis virus strain Nakayama",11072,"Japanese encephalitis virus",11075,"Japanese encephalitis virus strain JAOARS982",uniprot
11077,"Kunjin virus",11082,"West Nile virus",11078,"Kunjin virus (STRAIN MRM61C)",uniprot
11078,"Kunjin virus (STRAIN MRM61C)",11082,"West Nile virus",11078,"Kunjin virus (STRAIN MRM61C)",uniprot
11079,"Murray Valley encephalitis virus",11079,"Murray Valley encephalitis virus",301478,"Murray valley encephalitis virus (strain MVE-1-51)",uniprot
11080,"St. Louis encephalitis virus",11080,"St. Louis encephalitis virus",11080,"St. Louis encephalitis virus",GenBank
11081,"St. Louis encephalitis virus (strain MS1-7)",11080,"St. Louis encephalitis virus",11080,"St. Louis encephalitis virus",GenBank
11082,"West Nile virus",11082,"West Nile virus",11078,"Kunjin virus (STRAIN MRM61C)",uniprot
11083,"Powassan virus",11083,"Powassan virus",39008,"Tick-borne powassan virus (strain lb)",uniprot
11084,"Tick-borne encephalitis virus",11084,"Tick-borne encephalitis virus",11087,"Tick-borne encephalitis virus (STRAIN SOFJIN)",uniprot
11085,"Langat virus",11085,"Langat virus",31638,"Langat virus (strain TP21)",uniprot
11086,"Louping ill virus",11086,"Louping ill virus",11086,"Louping ill virus",uniprot
11087,"Tick-borne encephalitis virus (STRAIN SOFJIN)",11084,"Tick-borne encephalitis virus",11087,"Tick-borne encephalitis virus (STRAIN SOFJIN)",uniprot
11088,"Tick-borne encephalitis virus (WESTERN SUBTYPE)",11084,"Tick-borne encephalitis virus",11087,"Tick-borne encephalitis virus (STRAIN SOFJIN)",uniprot
11089,"Yellow fever virus",11089,"Yellow fever virus",11090,"Yellow fever virus 17D",uniprot
11090,"Yellow fever virus 17D",11089,"Yellow fever virus",11090,"Yellow fever virus 17D",uniprot
11096,"Classical swine fever virus",11096,"Classical swine fever virus",11098,"Classical swine fever virus - Brescia",uniprot
11098,"Classical swine fever virus - Brescia",11096,"Classical swine fever virus",11098,"Classical swine fever virus - Brescia",uniprot
11099,"Bovine viral diarrhea virus 1",11099,"Bovine viral diarrhea virus 1",11100,"Bovine viral diarrhea virus 1-NADL",uniprot
11100,"Bovine viral diarrhea virus 1-NADL",11099,"Bovine viral diarrhea virus 1",11100,"Bovine viral diarrhea virus 1-NADL",uniprot
11104,"Hepatitis C virus (isolate 1)",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11105,"Hepatitis C virus (isolate BK)",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11108,"Hepatitis C virus (isolate H)",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11110,"Hepatitis C virus (isolate HCT18)",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11113,"Hepatitis C virus isolate HC-J6",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11115,"Hepatitis C virus isolate HC-J8",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11116,"Hepatitis C virus (isolate Japanese)",11103,"Hepatitis C virus",11108,"Hepatitis C virus (isolate H)",uniprot
11120,"Infectious bronchitis virus",694014,"Avian coronavirus",11122,"Avian infectious bronchitis virus (strain Beaudette)",uniprot
11124,"Avian infectious bronchitis virus (strain D274)",694014,"Avian coronavirus",11122,"Avian infectious bronchitis virus (strain Beaudette)",uniprot
11125,"Avian infectious bronchitis virus (strain D3896)",694014,"Avian coronavirus",11122,"Avian infectious bronchitis virus (strain Beaudette)",uniprot
11127,"Avian infectious bronchitis virus (strain M41)",694014,"Avian coronavirus",11122,"Avian infectious bronchitis virus (strain Beaudette)",uniprot
